Mod:Item:MetaData, Localized Name
gregtech:gt.meta.storage.dust:9135, oredict.blockDustUvarovite.name
gregtech:gt.meta.storage.dust:9136, oredict.blockDustWulfenite.name
gregtech:gt.meta.storage.dust:9137, oredict.blockDustYellowLimonite.name
gregtech:gt.meta.storage.dust:9138, oredict.blockDustPerlite.name
gregtech:gt.meta.storage.dust:9139, oredict.blockDustBorax.name
gregtech:gt.meta.storage.dust:9140, oredict.blockDustPotassiumFeldspar.name
gregtech:gt.meta.storage.dust:9141, oredict.blockDustBiotite.name
gregtech:gt.meta.storage.dust:9142, oredict.blockDustChrysotile.name
gregtech:gt.meta.storage.dust:9143, oredict.blockDustFerrovanadium.name
gregtech:gt.meta.storage.dust:9144, oredict.blockDustBastnasite.name
gregtech:gt.meta.storage.dust:9145, oredict.blockDustPentlandite.name
gregtech:gt.meta.storage.dust:9146, oredict.blockDustSpodumene.name
gregtech:gt.meta.storage.dust:9147, oredict.blockDustPollucite.name
gregtech:gt.meta.storage.dust:9148, oredict.blockDustTantalite.name
gregtech:gt.meta.storage.dust:9149, oredict.blockDustLepidolite.name
gregtech:gt.meta.storage.dust:9150, oredict.blockDustGlauconite.name
gregtech:gt.meta.storage.dust:9151, oredict.blockDustGlauconiteSand.name
gregtech:gt.meta.storage.dust:9152, oredict.blockDustVermiculite.name
gregtech:gt.meta.storage.dust:9153, oredict.blockDustBentonite.name
gregtech:gt.meta.storage.dust:9154, oredict.blockDustFullersEarth.name
gregtech:gt.meta.storage.dust:9155, oredict.blockDustPitchblende.name
gregtech:gt.meta.storage.dust:9156, oredict.blockDustMalachite.name
gregtech:gt.meta.storage.dust:9157, oredict.blockDustMirabilite.name
gregtech:gt.meta.storage.dust:9158, oredict.blockDustMica.name
gregtech:gt.meta.storage.dust:9159, oredict.blockDustTrona.name
gregtech:gt.meta.storage.dust:9160, oredict.blockDustBarite.name
gregtech:gt.meta.storage.dust:9161, oredict.blockDustGypsum.name
gregtech:gt.meta.storage.dust:9162, oredict.blockDustAlunite.name
gregtech:gt.meta.storage.dust:9163, oredict.blockDustDolomite.name
gregtech:gt.meta.storage.dust:9164, oredict.blockDustWollastonite.name
gregtech:gt.meta.storage.dust:9165, oredict.blockDustZeolite.name
gregtech:gt.meta.storage.dust:9166, oredict.blockDustKyanite.name
gregtech:gt.meta.storage.dust:9167, oredict.blockDustKaolinite.name
gregtech:gt.meta.storage.dust:9168, oredict.blockDustTalc.name
gregtech:gt.meta.storage.dust:9169, oredict.blockDustSoapstone.name
gregtech:gt.meta.storage.dust:9170, oredict.blockDustGneiss.name
gregtech:gt.meta.storage.dust:9171, oredict.blockDustGreenschist.name
gregtech:gt.meta.storage.dust:9172, oredict.blockDustGreenstone.name
gregtech:gt.meta.storage.dust:9173, oredict.blockDustGreywacke.name
gregtech:gt.meta.storage.dust:9174, oredict.blockDustGraphite.name
gregtech:gt.meta.storage.dust:9175, oredict.blockDustGraphene.name
gregtech:gt.meta.storage.dust:9176, oredict.blockDustGabbro.name
gregtech:gt.meta.storage.dust:9177, oredict.blockDustKomatiite.name
gregtech:gt.meta.storage.dust:9178, oredict.blockDustSiltstone.name
gregtech:gt.meta.storage.dust:9179, oredict.blockDustRhyolite.name
gregtech:gt.meta.storage.dust:9180, oredict.blockDustQuartzite.name
gregtech:gt.meta.storage.dust:9181, oredict.blockDustMigmatite.name
gregtech:gt.meta.storage.dust:9182, oredict.blockDustEpidote.name
gregtech:gt.meta.storage.dust:9183, oredict.blockDustEmery.name
gregtech:gt.meta.storage.dust:9184, oredict.blockDustBlueschist.name
gregtech:gt.meta.storage.dust:9185, oredict.blockDustBluestone.name
gregtech:gt.meta.storage.dust:9186, oredict.blockDustChert.name
gregtech:gt.meta.storage.dust:9187, oredict.blockDustDacite.name
gregtech:gt.meta.storage.dust:9188, oredict.blockDustAndesite.name
gregtech:gt.meta.storage.dust:9189, oredict.blockDustLimestone.name
gregtech:gt.meta.storage.dust:9190, oredict.blockDustShale.name
gregtech:gt.meta.storage.dust:9191, oredict.blockDustEclogite.name
gregtech:gt.meta.storage.dust:9192, oredict.blockDustRutile.name
gregtech:gt.meta.storage.dust:9193, oredict.blockDustStolzite.name
gregtech:gt.meta.storage.dust:9194, oredict.blockDustWolframite.name
gregtech:gt.meta.storage.dust:9195, oredict.blockDustHuebnerite.name
gregtech:gt.meta.storage.dust:9196, oredict.blockDustRussellite.name
gregtech:gt.meta.storage.dust:9197, oredict.blockDustPinalite.name
gregtech:gt.meta.storage.dust:9198, oredict.blockDustDiduraniumTrioxide.name
gregtech:gt.meta.storage.dust:9199, oredict.blockDustDuraniumHexafluoride.name
gregtech:gt.meta.storage.dust:9200, oredict.blockDustDuraniumHexachloride.name
gregtech:gt.meta.storage.dust:9201, oredict.blockDustDuraniumHexabromide.name
gregtech:gt.meta.storage.dust:9202, oredict.blockDustDuraniumHexaiodide.name
gregtech:gt.meta.storage.dust:9203, oredict.blockDustDuraniumHexaastatide.name
gregtech:gt.meta.storage.dust:9204, oredict.blockDustTritaniumDioxide.name
gregtech:gt.meta.storage.dust:9205, oredict.blockDustTritaniumHexafluoride.name
gregtech:gt.meta.storage.dust:9206, oredict.blockDustTritaniumHexachloride.name
gregtech:gt.meta.storage.dust:9207, oredict.blockDustTritaniumHexabromide.name
gregtech:gt.meta.storage.dust:9208, oredict.blockDustTritaniumHexaiodide.name
gregtech:gt.meta.storage.dust:9209, oredict.blockDustTritaniumHexaastatide.name
gregtech:gt.meta.storage.dust:9210, oredict.blockDustBromargyrite.name
gregtech:gt.meta.storage.dust:9211, oredict.blockDustSmithsonite.name
gregtech:gt.meta.storage.dust:9212, oredict.blockDustSperrylite.name
gregtech:gt.meta.storage.dust:9213, oredict.blockDustKesterite.name
gregtech:gt.meta.storage.dust:9214, oredict.blockDustStannite.name
gregtech:gt.meta.storage.dust:9700, oredict.blockDustMeatRaw.name
gregtech:gt.meta.storage.dust:9701, oredict.blockDustMeatCooked.name
gregtech:gt.meta.storage.dust:9702, oredict.blockDustWheat.name
gregtech:gt.meta.storage.dust:9703, oredict.blockDustSugar.name
gregtech:gt.meta.storage.dust:9704, oredict.blockDustBarley.name
gregtech:gt.meta.storage.dust:9705, oredict.blockDustRye.name
gregtech:gt.meta.storage.dust:9706, oredict.blockDustRice.name
gregtech:gt.meta.storage.dust:9707, oredict.blockDustOat.name
gregtech:gt.meta.storage.dust:9708, oredict.blockDustCorn.name
gregtech:gt.meta.storage.dust:9709, oredict.blockDustPotato.name
gregtech:gt.meta.storage.dust:9778, oredict.blockDustTofu.name
gregtech:gt.meta.storage.dust:9779, oredict.blockDustSoylentGreen.name
gregtech:gt.meta.storage.dust:9780, oredict.blockDustCheese.name
gregtech:gt.meta.storage.dust:9781, oredict.blockDustChili.name
gregtech:gt.meta.storage.dust:9782, oredict.blockDustCocoa.name
gregtech:gt.meta.storage.dust:9783, oredict.blockDustChocolate.name
gregtech:gt.meta.storage.dust:9784, oredict.blockDustCoffee.name
gregtech:gt.meta.storage.dust:9785, oredict.blockDustCinnamon.name
gregtech:gt.meta.storage.dust:9786, oredict.blockDustNutmeg.name
gregtech:gt.meta.storage.dust:9787, oredict.blockDustVanilla.name
gregtech:gt.meta.storage.dust:9788, oredict.blockDustPepperBlack.name
gregtech:gt.meta.storage.dust:9789, oredict.blockDustCurry.name
gregtech:gt.meta.storage.dust:9790, oredict.blockDustMilk.name
gregtech:gt.meta.storage.dust:9791, oredict.blockDustHoney.name
gregtech:gt.meta.storage.dust:9792, oredict.blockDustTea.name
gregtech:gt.meta.storage.dust:9793, oredict.blockDustHoneydew.name
gregtech:gt.meta.storage.dust:9794, oredict.blockDustMint.name
gregtech:gt.meta.storage.dust:9801, oredict.blockDustSnow.name
gregtech:gt.meta.storage.dust:9802, oredict.blockDustIce.name
gregtech:gt.meta.storage.dust:9822, oredict.blockDustSodiumPersulfate.name
gregtech:gt.meta.storage.dust:9823, oredict.blockDustSodiumSulfide.name
gregtech:gt.meta.storage.dust:9833, oredict.blockDustMethaneIce.name
gregtech:gt.meta.storage.dust:9851, oredict.blockDustOilsands.name
gregtech:gt.meta.storage.dust:9852, oredict.blockDustCrudeOil.name
gregtech:gt.meta.storage.dust:9883, oredict.blockDustConstructionFoam.name
gregtech:gt.meta.storage.ingot:40, oredict.blockIngotBeryllium.name
gregtech:gt.meta.storage.ingot:50, oredict.blockIngotBoron.name
gregtech:gt.meta.storage.ingot:120, oredict.blockIngotMagnesium.name
gregtech:gt.meta.storage.ingot:130, oredict.blockIngotAluminium.name
gregtech:gt.meta.storage.ingot:140, oredict.blockIngotSilicon.name
gregtech:gt.meta.storage.ingot:220, oredict.blockIngotTitanium.name
gregtech:gt.meta.storage.ingot:230, oredict.blockIngotVanadium.name
gregtech:gt.meta.storage.ingot:240, oredict.blockIngotChromium.name
gregtech:gt.meta.storage.ingot:250, oredict.blockIngotManganese.name
gregtech:gt.meta.storage.ingot:260, oredict.blockIngotIron.name
gregtech:gt.meta.storage.ingot:270, oredict.blockIngotCobalt.name
gregtech:gt.meta.storage.ingot:278, oredict.blockIngotCobalt60.name
gregtech:gt.meta.storage.ingot:280, oredict.blockIngotNickel.name
gregtech:gt.meta.storage.ingot:290, oredict.blockIngotCopper.name
gregtech:gt.meta.storage.ingot:300, oredict.blockIngotZinc.name
gregtech:gt.meta.storage.ingot:310, oredict.blockIngotGallium.name
gregtech:gt.meta.storage.ingot:370, oredict.blockIngotRubidium.name
gregtech:gt.meta.storage.ingot:380, oredict.blockIngotStrontium.name
gregtech:gt.meta.storage.ingot:390, oredict.blockIngotYttrium.name
gregtech:gt.meta.storage.ingot:400, oredict.blockIngotZirconium.name
gregtech:gt.meta.storage.ingot:410, oredict.blockIngotNiobium.name
gregtech:gt.meta.storage.ingot:420, oredict.blockIngotMolybdenum.name
gregtech:gt.meta.storage.ingot:440, oredict.blockIngotRuthenium.name
gregtech:gt.meta.storage.ingot:450, oredict.blockIngotRhodium.name
gregtech:gt.meta.storage.ingot:460, oredict.blockIngotPalladium.name
gregtech:gt.meta.storage.ingot:470, oredict.blockIngotSilver.name
gregtech:gt.meta.storage.ingot:480, oredict.blockIngotCadmium.name
gregtech:gt.meta.storage.ingot:490, oredict.blockIngotIndium.name
gregtech:gt.meta.storage.ingot:500, oredict.blockIngotTin.name
gregtech:gt.meta.storage.ingot:510, oredict.blockIngotAntimony.name
gregtech:gt.meta.storage.ingot:600, oredict.blockIngotNeodymium.name
gregtech:gt.meta.storage.ingot:720, oredict.blockIngotHafnium.name
gregtech:gt.meta.storage.ingot:730, oredict.blockIngotTantalum.name
gregtech:gt.meta.storage.ingot:740, oredict.blockIngotTungsten.name
gregtech:gt.meta.storage.ingot:750, oredict.blockIngotRhenium.name
gregtech:gt.meta.storage.ingot:760, oredict.blockIngotOsmium.name
gregtech:gt.meta.storage.ingot:770, oredict.blockIngotIridium.name
gregtech:gt.meta.storage.ingot:780, oredict.blockIngotPlatinum.name
gregtech:gt.meta.storage.ingot:790, oredict.blockIngotGold.name
gregtech:gt.meta.storage.ingot:800, oredict.blockIngotMercury.name
gregtech:gt.meta.storage.ingot:820, oredict.blockIngotLead.name
gregtech:gt.meta.storage.ingot:830, oredict.blockIngotBismuth.name
gregtech:gt.meta.storage.ingot:880, oredict.blockIngotRadium.name
gregtech:gt.meta.storage.ingot:900, oredict.blockIngotThorium.name
gregtech:gt.meta.storage.ingot:920, oredict.blockIngotUranium.name
gregtech:gt.meta.storage.ingot:921, oredict.blockIngotUranium235.name
gregtech:gt.meta.storage.ingot:940, oredict.blockIngotPlutonium.name
gregtech:gt.meta.storage.ingot:943, oredict.blockIngotPlutonium241.name
gregtech:gt.meta.storage.ingot:945, oredict.blockIngotPlutonium243.name
gregtech:gt.meta.storage.ingot:950, oredict.blockIngotAmericium.name
gregtech:gt.meta.storage.ingot:951, oredict.blockIngotAmericium241.name
gregtech:gt.meta.storage.ingot:1260, oredict.blockIngotTrinium.name
gregtech:gt.meta.storage.ingot:1740, oredict.blockIngotNaquadah.name
gregtech:gt.meta.storage.ingot:1741, oredict.blockIngotNaquadahEnriched.name
gregtech:gt.meta.storage.ingot:1742, oredict.blockIngotNaquadria.name
gregtech:gt.meta.storage.ingot:2220, oredict.blockIngotAdamantium.name
gregtech:gt.meta.storage.ingot:8217, oredict.blockIngotRubber.name
gregtech:gt.meta.storage.ingot:8218, oredict.blockIngotPlastic.name
gregtech:gt.meta.storage.ingot:8343, oredict.blockIngotForce.name
gregtech:gt.meta.storage.ingot:8360, oredict.blockIngotPeat.name
gregtech:gt.meta.storage.ingot:8361, oredict.blockIngotPeatBituminous.name
gregtech:gt.meta.storage.ingot:8503, oredict.blockIngotNetherBrick.name
gregtech:gt.meta.storage.ingot:8600, oredict.blockIngotElectrum.name
gregtech:gt.meta.storage.ingot:8601, oredict.blockIngotSterlingSilver.name
gregtech:gt.meta.storage.ingot:8602, oredict.blockIngotRoseGold.name
gregtech:gt.meta.storage.ingot:8603, oredict.blockIngotAngmallen.name
gregtech:gt.meta.storage.ingot:8604, oredict.blockIngotGoldInductive.name
gregtech:gt.meta.storage.ingot:8605, oredict.blockIngotCdInAgAlloy.name
gregtech:gt.meta.storage.ingot:8606, oredict.blockIngotGildedIron.name
gregtech:gt.meta.storage.ingot:8610, oredict.blockIngotBronze.name
gregtech:gt.meta.storage.ingot:8611, oredict.blockIngotBlackBronze.name
gregtech:gt.meta.storage.ingot:8612, oredict.blockIngotBismuthBronze.name
gregtech:gt.meta.storage.ingot:8613, oredict.blockIngotHepatizon.name
gregtech:gt.meta.storage.ingot:8620, oredict.blockIngotBrass.name
gregtech:gt.meta.storage.ingot:8621, oredict.blockIngotCobaltBrass.name
gregtech:gt.meta.storage.ingot:8622, oredict.blockIngotAluminiumAlloy.name
gregtech:gt.meta.storage.ingot:8630, oredict.blockIngotSteel.name
gregtech:gt.meta.storage.ingot:8631, oredict.blockIngotBlackSteel.name
gregtech:gt.meta.storage.ingot:8632, oredict.blockIngotRedSteel.name
gregtech:gt.meta.storage.ingot:8633, oredict.blockIngotBlueSteel.name
gregtech:gt.meta.storage.ingot:8634, oredict.blockIngotDamascusSteel.name
gregtech:gt.meta.storage.ingot:8635, oredict.blockIngotTungstensteel.name
gregtech:gt.meta.storage.ingot:8636, oredict.blockIngotStainlessSteel.name
gregtech:gt.meta.storage.ingot:8637, oredict.blockIngotHSLASteel.name
gregtech:gt.meta.storage.ingot:8638, oredict.blockIngotTungstenCarbide.name
gregtech:gt.meta.storage.ingot:8639, oredict.blockIngotHSLASpringSteel.name
gregtech:gt.meta.storage.ingot:8640, oredict.blockIngotAnnealedCopper.name
gregtech:gt.meta.storage.ingot:8641, oredict.blockIngotDeepIron.name
gregtech:gt.meta.storage.ingot:8642, oredict.blockIngotPigIron.name
gregtech:gt.meta.storage.ingot:8643, oredict.blockIngotWroughtIron.name
gregtech:gt.meta.storage.ingot:8644, oredict.blockIngotIronCompressed.name
gregtech:gt.meta.storage.ingot:8645, oredict.blockIngotIronMagnetic.name
gregtech:gt.meta.storage.ingot:8646, oredict.blockIngotSteelMagnetic.name
gregtech:gt.meta.storage.ingot:8647, oredict.blockIngotNeodymiumMagnetic.name
gregtech:gt.meta.storage.ingot:8648, oredict.blockIngotDarkIron.name
gregtech:gt.meta.storage.ingot:8649, oredict.blockIngotMeteoricIron.name
gregtech:gt.meta.storage.ingot:8650, oredict.blockIngotMeteoricSteel.name
gregtech:gt.meta.storage.ingot:8651, oredict.blockIngotSteelGalvanized.name
gregtech:gt.meta.storage.ingot:8658, oredict.blockIngotElectrotineAlloy.name
gregtech:gt.meta.storage.ingot:8659, oredict.blockIngotBlueAlloy.name
gregtech:gt.meta.storage.ingot:8660, oredict.blockIngotRedAlloy.name
gregtech:gt.meta.storage.ingot:8661, oredict.blockIngotInvar.name
gregtech:gt.meta.storage.ingot:8662, oredict.blockIngotCupronickel.name
gregtech:gt.meta.storage.ingot:8663, oredict.blockIngotNichrome.name
gregtech:gt.meta.storage.ingot:8664, oredict.blockIngotKanthal.name
gregtech:gt.meta.storage.ingot:8665, oredict.blockIngotMagnalium.name
gregtech:gt.meta.storage.ingot:8666, oredict.blockIngotUltimet.name
gregtech:gt.meta.storage.ingot:8667, oredict.blockIngotTinAlloy.name
gregtech:gt.meta.storage.ingot:8668, oredict.blockIngotBatteryAlloy.name
gregtech:gt.meta.storage.ingot:8669, oredict.blockIngotSolderingAlloy.name
gregtech:gt.meta.storage.ingot:8670, oredict.blockIngotShadowIron.name
gregtech:gt.meta.storage.ingot:8671, oredict.blockIngotShadowSteel.name
gregtech:gt.meta.storage.ingot:8672, oredict.blockIngotIronWood.name
gregtech:gt.meta.storage.ingot:8673, oredict.blockIngotSteeleaf.name
gregtech:gt.meta.storage.ingot:8674, oredict.blockIngotKnightmetal.name
gregtech:gt.meta.storage.ingot:8675, oredict.blockIngotFierySteel.name
gregtech:gt.meta.storage.ingot:8676, oredict.blockIngotAstralSilver.name
gregtech:gt.meta.storage.ingot:8677, oredict.blockIngotMidasium.name
gregtech:gt.meta.storage.ingot:8678, oredict.blockIngotMithril.name
gregtech:gt.meta.storage.ingot:8679, oredict.blockIngotThaumium.name
gregtech:gt.meta.storage.ingot:8680, oredict.blockIngotDarkThaumium.name
gregtech:gt.meta.storage.ingot:8681, oredict.blockIngotVoidMetal.name
gregtech:gt.meta.storage.ingot:8682, oredict.blockIngotOsmiridium.name
gregtech:gt.meta.storage.ingot:8683, oredict.blockIngotSunnarium.name
gregtech:gt.meta.storage.ingot:8684, oredict.blockIngotTrinaquadalloy.name
gregtech:gt.meta.storage.ingot:8685, oredict.blockIngotChromiumDioxide.name
gregtech:gt.meta.storage.ingot:8686, oredict.blockIngotVanadiumGallium.name
gregtech:gt.meta.storage.ingot:8687, oredict.blockIngotYttriumBariumCuprate.name
gregtech:gt.meta.storage.ingot:8688, oredict.blockIngotNiobiumNitride.name
gregtech:gt.meta.storage.ingot:8689, oredict.blockIngotNiobiumTitanium.name
gregtech:gt.meta.storage.ingot:8700, oredict.blockIngotAluminiumBrass.name
gregtech:gt.meta.storage.ingot:8701, oredict.blockIngotAredrite.name
gregtech:gt.meta.storage.ingot:8702, oredict.blockIngotAlumite.name
gregtech:gt.meta.storage.ingot:8703, oredict.blockIngotManyullyn.name
gregtech:gt.meta.storage.ingot:8704, oredict.blockIngotVibraniumSteel.name
gregtech:gt.meta.storage.ingot:8705, oredict.blockIngotVibraniumSilver.name
gregtech:gt.meta.storage.ingot:8706, oredict.blockIngotVibramantium.name
gregtech:gt.meta.storage.ingot:8707, oredict.blockIngotArdite.name
gregtech:gt.meta.storage.ingot:8708, oredict.blockIngotSignalum.name
gregtech:gt.meta.storage.ingot:8709, oredict.blockIngotLumium.name
gregtech:gt.meta.storage.ingot:8710, oredict.blockIngotEnderium.name
gregtech:gt.meta.storage.ingot:8711, oredict.blockIngotElectrumFlux.name
gregtech:gt.meta.storage.ingot:8715, oredict.blockIngotYellorium.name
gregtech:gt.meta.storage.ingot:8716, oredict.blockIngotBlutonium.name
gregtech:gt.meta.storage.ingot:8717, oredict.blockIngotCyanite.name
gregtech:gt.meta.storage.ingot:8718, oredict.blockIngotBedrockHSLAAlloy.name
gregtech:gt.meta.storage.ingot:8720, oredict.blockIngotManasteel.name
gregtech:gt.meta.storage.ingot:8721, oredict.blockIngotTerrasteel.name
gregtech:gt.meta.storage.ingot:8722, oredict.blockIngotElvenElementium.name
gregtech:gt.meta.storage.ingot:8725, oredict.blockIngotPulsatingIron.name
gregtech:gt.meta.storage.ingot:8726, oredict.blockIngotVibrantAlloy.name
gregtech:gt.meta.storage.ingot:8727, oredict.blockIngotConductiveIron.name
gregtech:gt.meta.storage.ingot:8728, oredict.blockIngotEnergeticAlloy.name
